# GRID: NUMBER OF POINTS: 10001 STRETCHING COEFFICIENT ALPHA:   9.99999975E-05
 #I        YPAD              YHAD
984        0.00238840        0.00000255
985        0.00239095        0.00000255
986        0.00239350        0.00000255
987        0.00239605        0.00000255
988        0.00239861        0.00000255
989        0.00240116        0.00000255
990        0.00240371        0.00000255
991        0.00240626        0.00000255
992        0.00240882        0.00000255
993        0.00241137        0.00000255
994        0.00241392        0.00000255
995        0.00241648        0.00000255
996        0.00241903        0.00000255
997        0.00242159        0.00000255
998        0.00242414        0.00000255
999        0.00242669        0.00000255
***        0.00242925        0.00000256
***        0.00243181        0.00000256
***        0.00243436        0.00000256
***        0.00243692        0.00000256
***        0.00243947        0.00000256
***        0.00244203        0.00000256
***        0.00244459        0.00000256
***        0.00244714        0.00000256
***        0.00244970        0.00000256
***        0.00245226        0.00000256
***        0.00245481        0.00000256
***        0.00245737        0.00000256
***        0.00245993        0.00000256
***        0.00246249        0.00000256
***        0.00246505        0.00000256
***        0.00246761        0.00000256
***        0.00247017        0.00000256
***        0.00247272        0.00000256
***        0.00247528        0.00000256
***        0.00247784        0.00000256
***        0.00248040        0.00000256
***        0.00248296        0.00000256
***        0.00248553        0.00000256
***        0.00248809        0.00000256
***        0.00249065        0.00000256
***        0.00249321        0.00000256
***        0.00249577        0.00000256
***        0.00249833        0.00000256
***        0.00250089        0.00000256
***        0.00250346        0.00000256
***        0.00250602        0.00000256
***        0.00250858        0.00000256
***        0.00251115        0.00000256
***        0.00251371        0.00000256
***        0.00251627        0.00000256
***        0.00251884        0.00000256
***        0.00252140        0.00000256
***        0.00252397        0.00000256
***        0.00252653        0.00000256
***        0.00252910        0.00000257
***        0.00253166        0.00000257
***        0.00253423        0.00000257
***        0.00253679        0.00000257
***        0.00253936        0.00000257
***        0.00254192        0.00000257
***        0.00254449        0.00000257
***        0.00254706        0.00000257
***        0.00254963        0.00000257
***        0.00255219        0.00000257
***        0.00255476        0.00000257
***        0.00255733        0.00000257
***        0.00255990        0.00000257
***        0.00256246        0.00000257
***        0.00256503        0.00000257
***        0.00256760        0.00000257
***        0.00257017        0.00000257
***        0.00257274        0.00000257
***        0.00257531        0.00000257
***        0.00257788        0.00000257
***        0.00258045        0.00000257
***        0.00258302        0.00000257
***        0.00258559        0.00000257
***        0.00258816        0.00000257
***        0.00259073        0.00000257
***        0.00259330        0.00000257
***        0.00259588        0.00000257
***        0.00259845        0.00000257
***        0.00260102        0.00000257
***        0.00260359        0.00000257
***        0.00260617        0.00000257
***        0.00260874        0.00000257
***        0.00261131        0.00000257
***        0.00261389        0.00000257
***        0.00261646        0.00000257
***        0.00261903        0.00000257
***        0.00262161        0.00000257
***        0.00262418        0.00000257
***        0.00262676        0.00000257
***        0.00262933        0.00000258
***        0.00263191        0.00000258
***        0.00263448        0.00000258
***        0.00263706        0.00000258
***        0.00263963        0.00000258
***        0.00264221        0.00000258
***        0.00264479        0.00000258
***        0.00264736        0.00000258
***        0.00264994        0.00000258
***        0.00265252        0.00000258
***        0.00265510        0.00000258
***        0.00265767        0.00000258
***        0.00266025        0.00000258
***        0.00266283        0.00000258
***        0.00266541        0.00000258
***        0.00266799        0.00000258
***        0.00267057        0.00000258
***        0.00267315        0.00000258
***        0.00267573        0.00000258
***        0.00267831        0.00000258
***        0.00268089        0.00000258
***        0.00268347        0.00000258
***        0.00268605        0.00000258
***        0.00268863        0.00000258
***        0.00269121        0.00000258
***        0.00269379        0.00000258
***        0.00269637        0.00000258
***        0.00269896        0.00000258
***        0.00270154        0.00000258
***        0.00270412        0.00000258
***        0.00270670        0.00000258
***        0.00270929        0.00000258
***        0.00271187        0.00000258
***        0.00271445        0.00000258
***        0.00271704        0.00000258
***        0.00271962        0.00000258
***        0.00272221        0.00000258
***        0.00272479        0.00000258
***        0.00272737        0.00000258
***        0.00272996        0.00000259
***        0.00273255        0.00000259
***        0.00273513        0.00000259
***        0.00273772        0.00000259
***        0.00274030        0.00000259
***        0.00274289        0.00000259
***        0.00274548        0.00000259
***        0.00274806        0.00000259
***        0.00275065        0.00000259
